title,location,type,bed,bath,area,price
To Get A Trouble Free Life You Can Take Rent This 1200 Sq Ft Home In Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",15 Thousand
"A nice residential flat of 1500 SQ FT, for rent, can be found in North Khulshi","Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,2,2,"1,500 sqft",50 Thousand
"Choose your destination, 650 SQ FT apartment which is available to Rent in Mirpur 11","Block F, Section 11, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
700 Sq Ft Flat For Rent In The Wonderful Locality Of Mirpur-1,"Section 1, Mirpur, Dhaka",Apartment,2,2,700 sqft,12 Thousand
Don’t Waste Your Valuable Time! You Can Take This 2500 Sq Ft Flat For Rent In Bashundhara R-A,"Block I, Bashundhara R-A, Dhaka",Apartment,4,4,"2,500 sqft",50 Thousand
Use Your Time Perfectly To Take This 1250 Sq Ft Flat For Rent In Manikdi,"Manikdi, Cantonment, Dhaka",Apartment,3,3,"1,250 sqft",20 Thousand
"This 1000 Sq Ft Flat Is Up For Rent In Aftab Nagar, Block F","Sector 1, Block F, Aftab Nagar, Dhaka",Apartment,3,2,"1,000 sqft",17 Thousand
"Great News! In The Suitable Location Of Kallyanpur, An Eye-catching Flat Of 700 Sq Ft Is Up For Rent","Kallyanpur, Mirpur, Dhaka",Apartment,2,1,700 sqft,12.5 Thousand
"1350 Sq Ft Flat For Rent In Kallyanpur Main Road, Mirpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,350 sqft",20 Thousand
Here Is A Cozy And Nice Flat Of 1350 Sq Ft Waiting For Rent At West Khulshi R/A,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,350 sqft",17 Thousand
This 600 Sq. Ft. Flat Is Up For Rent Near By B. R. T. C Mosque At Kallyanpur .,"Kallyanpur, Mirpur, Dhaka",Apartment,2,2,600 sqft,10.5 Thousand
Reasonably Priced A Residential Flat Of 900 Sq Ft Is Ready For Track Down In Uttara Next To Uttara Model School & College .,"Sector 13, Uttara, Dhaka",Apartment,2,2,900 sqft,20 Thousand
"Make Sure To Rent This 800 Square Feet Apartment In Tejgaon, Sobhanbagh","Sobhanbagh, Tejgaon, Dhaka",Apartment,2,2,800 sqft,18 Thousand
"Secure This 1250 Square Feet Apartment For Rent In Mirpur, Pallabi","Pallabi Extension, Pallabi, Mirpur, Dhaka",Apartment,3,3,"1,250 sqft",20 Thousand
To Settle Comfortably You Can Take This 1150 Sq Ft Flat For Rent In Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",17 Thousand
Elect Your Destination At 700 Sq Ft Apartment Which Is Available For Rent In Baridhara DOHS,"Baridhara DOHS, Dhaka",Apartment,2,1,700 sqft,23 Thousand
To Reside Comfortably You Can Take This 1300 Sq Ft Flat For Rent In North Pirerbag .,"Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",20 Thousand
"Make This 1300 Sq Ft Flat Your Next Residing Location, Which Is Up For Rent In Baridhara DOHS .","Baridhara DOHS, Dhaka",Apartment,3,3,"1,300 sqft",70 Thousand
"In The Suitable Location Of Pallabi, An Eye-catching Flat Of 650 Sq Ft Is Up For Rent","Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
To Get A Trouble Free Life You Can Take Rent This 1050 Sq Ft Home In Pallabi,"Pallabi, Mirpur, Dhaka",Apartment,3,2,"1,050 sqft",19 Thousand
Let Us Assist You To Rent This 1200 Sq Ft Flat Which Is Now Available In Uttara 10,"Sector 10, Uttara, Dhaka",Apartment,3,2,"1,200 sqft",19 Thousand
"Take This Pleasant 850 Sq Ft Apartment In Uttara 10, To Fulfill Your Wish","Sector 10, Uttara, Dhaka",Apartment,2,2,850 sqft,19 Thousand
To Settle Comfortably You Can Take This 1300 Sq Ft Flat For Rent In Mirpur 12,"Road No 5, Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",28 Thousand
To Get A Trouble Free Life You Can Take This 650 Sq Ft Home In Pallabi Which Now For Rent,"Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
An Updated Flat Of 1000 Square Feet Is Up For Rent In Mirpur,"Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,3,2,"1,000 sqft",13 Thousand
"1000 Square Feet Apartment For Rent In The Great Arena Of Pallabi, Eastern Housing","Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,3,2,"1,000 sqft",13 Thousand
"Reside In This 1000 Square Feet Apartment For Rent In Mirpur, Pallabi","Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,3,2,"1,000 sqft",12 Thousand
"Live In This Pleasant Home Of 650 Square Feet Up For Rent In Mirpur, Pallabi","Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"Take A Look At This 650 Square Feet Apartment For Rent In Mirpur, Pallabi","Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
"Plan To Live In This 650 Square Feet Apartment For Rent In Mirpur, Pallabi","Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"In The Location Of Lake Valley R/A, 9 No. North Pahartali Ward An Amazing 2400 Sq. Ft House Is For Rent .","Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,4,5,"2,400 sqft",40 Thousand
"A Modern Home Of 1775 Sq Ft Is Ready To Be Rented In Baridhara, Block J","Block J, Baridhara, Dhaka",Apartment,3,3,"1,775 sqft",65 Thousand
"1300 Sq Ft Apartment Is Ready For Rent In Mirpur-12, Block B, Assure Matri Chaya","Road No 5, Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",28 Thousand
Live A Content Life In This 1600 Sq Ft Apartment Ready For Rent In Mirpur-12,"Road No 5, Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,600 sqft",28 Thousand
To Get A Hassle Free Life You Can Take Rent This 1800 Sq Ft Flat In Bashundhara R-A,"Block C, Bashundhara R-A, Dhaka",Apartment,3,3,"1,800 sqft",35 Thousand
"Great News! This 1200 Sq Ft Home For Rent In Mirpur 12, Road No 11 Which Can Be Your Next Destination","Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",26 Thousand
"Grab This Nice 650 Sq Ft Rental Home In Mirpur, Road No 11 To Fulfill Your Demand","Block B, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,15 Thousand
"Take This Nice 1300 Sq Ft Flat In Mirpur, Section 12 To Fulfill Your Wish","Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",26 Thousand
"1250 Square Feet Residential Apartment Is Waiting For Rent At Monipuripara, Tejgaon","Monipuripara, Tejgaon, Dhaka",Apartment,3,3,"1,250 sqft",30 Thousand
"Rent A Convenient Home Of 1350 Sq Ft With Nice Views In Tejgaon, Monipuripara","Monipuripara, Tejgaon, Dhaka",Apartment,3,3,"1,350 sqft",35 Thousand
Great Location! Check Out This 900 Sq. ft And 2 Bedroom Flat For Rent In Kallyanpur Beside To IBN SINA Medical College Hospital.,"Kallyanpur, Mirpur, Dhaka",Apartment,2,2,900 sqft,16 Thousand
"Lovely Apartment Covering An Area Of 1100 Sq Ft Is Up For Rent In Middle Rampur, Double Mooring","Middle Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,3,"1,100 sqft",13 Thousand
Affordable And Wonderful 1150 Sq Ft Flat Is Up For Rent In Middle Paikpara,"Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",16 Thousand
This 1150 Sq Ft Apartment Is Available For Rent At Middle Paikpara,"Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",16 Thousand
Mirpur-6 Is Assisting You To Rent A Flat Of 650 Sq Ft Right In Road No 3,"Block A, Section 6, Mirpur, Dhaka",Apartment,2,2,650 sqft,13 Thousand
At South Pirerbag A Nice Flat Up For Rent Near By Belatunessa Jame Moshjid,"South Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,2,2,"1,000 sqft",14.5 Thousand
This Medium Sized 1110 Residential Apartment Is Prepared To Get Rented At Middle Rampur,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,3,"1,110 sqft",16 Thousand
Strongly constructed 650 SQ FT residence is available to Rent in Mirpur 11,"Block F, Section 11, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
A 2 Bedroom And 700 Sq Ft Properly Developed Flat For Rent In Joar Sahara Next To Noorani Masjid,"Joar Sahara, Dhaka",Apartment,2,2,700 sqft,12 Thousand
This 3 Bedroom Home In Dewanpara Is Up For Rent In A Wonderful Neighborhood,"Vashantek, Cantonment, Dhaka",Apartment,3,3,950 sqft,13 Thousand
"In The Suitable Location Of Mirpur 11, An Eye-catching Apartment Of 650 Sq Ft Is Up For Rent","Block F, Section 11, Mirpur, Dhaka",Apartment,2,2,650 sqft,10.5 Thousand
A worthwhile 1350 SQ FT residential flat is ready for rent at Pirerbag,"Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,350 sqft",16 Thousand
"This 2100 Sq Ft Wonderful Apartment Is Set With Strong Structure In Bashundhara R-a, For Rent","Block C, Bashundhara R-A, Dhaka",Apartment,3,4,"2,100 sqft",42 Thousand
Beautifully Decorated Flat Covering An Area Of 850 Sq Ft Is Available For Rent In Monipuripara,"Monipuripara, Tejgaon, Dhaka",Apartment,2,2,850 sqft,23 Thousand
A Lovely Flat Comes Within Your Affordability In This Nice Location Of Faydabad Which Is 700 Sq Ft.,"Faydabad, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,10 Thousand
"Built with modern amenities, check this flat for rent which is 700 SQ FT in Naya Paltan","Naya Paltan, Motijheel, Dhaka",Apartment,2,1,700 sqft,12 Thousand
Make your residence in a 650 SQ FT rental property at Mirpur 11,"Block F, Section 11, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
A 2100 Square Feet Large Apartment Is For Rent In Shegunbagicha Road.,"Shegunbagicha, Dhaka",Apartment,3,3,"2,100 sqft",40 Thousand
Living Space Is Available For Rental Purpose In Mirpur 1.,"Pirerbag, Section 1, Mirpur, Dhaka",Apartment,2,1,800 sqft,10 Thousand
This flat in North Halishahar Ward is up for rent with an area of 700 sq. ft,"Road No 2, Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,2,1,700 sqft,12 Thousand
Well-constructed 1050 Sq Ft Apartment Is Ready For Rent At Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,2,"1,050 sqft",17 Thousand
This Home In Gulbag Residential Area Is Up For Rent In A Wonderful Neighborhood,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,300 sqft",19 Thousand
"A Well Spacious 1200 Sq Ft Flat For Rent In Pallabi, Pallabi Extension","Pallabi Extension, Pallabi, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",20 Thousand
"750 Square Feet Flat For Rent In Kallyanpur, Kallyanpur Main Road","Kallyanpur, Mirpur, Dhaka",Apartment,3,2,750 sqft,13 Thousand
Offering you nice 700 SQ FT apartment to Rent in Mirpur 1,"Section 1, Mirpur, Dhaka",Apartment,2,2,700 sqft,13 Thousand
Wonderful Flat Covering An Area Of 1050 Sq Ft Is Available For Rent In Noapara Near Mir Hossain Showdagor Jame Masjid,"Noapara, 9 No. North Pahartali Ward, Chattogram",Apartment,3,2,"1,050 sqft",15 Thousand
Strongly Structured 2 Bedroom Flat For Rent In Mirpur Close To Prince Bazar,"Section 1, Mirpur, Dhaka",Apartment,2,2,750 sqft,14 Thousand
Start Your New Home In Pallabi Near Pallabi Thana,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",Apartment,2,2,800 sqft,12 Thousand
Flat for Rent in Kattali close to Kattali Jame Masjid,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,"1,100 sqft",12.5 Thousand
Worthy 1200 SQ FT Residential Apartment is ready to Rent at Kattali area close to Pubali Bank,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,3,3,"1,200 sqft",13 Thousand
Great News! This 1557 Sq Ft Flat For Rent In 15 No. Bagmoniram Ward Which Can Be Your Next Destination,"15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,557 sqft",34 Thousand
At Mirpur 600 Square Feet Flat For Rent Close To Jame Masjid,"Block F, Section 11, Mirpur, Dhaka",Apartment,2,1,600 sqft,10 Thousand
Flat For Rent In Mirpur Near Habuler Pukurpar Bazar,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,2,2,850 sqft,12 Thousand
700 SQ FT flat for Rent in Dakshin Khan close to Dakshin Khan Jame Masjid,"Faydabad, East Azampur, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,11 Thousand
"A nice residential flat of 800 SQ FT, for rent, can be found in Mirpur, near Kazipara Siddiquia Fazil Madrasah","East Kazipara, Mirpur, Dhaka",Apartment,2,2,800 sqft,13 Thousand
"For Renting Purposes, A Flat Is Available In Banani, 3000 Sq Ft, Near Dhaka International University","Banani, Dhaka",Apartment,4,4,"3,000 sqft",70 Thousand
A 1250 Sq Ft Home For Rent With Comfortable Bedrooms Situated In Gawair Next To Baitun Najat Jame Mosjid,"Gawair, Dakshin Khan, Dhaka",Apartment,3,2,"1,250 sqft",16 Thousand
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Rent In West Agargaon,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",Apartment,3,3,"1,200 sqft",20 Thousand
Discover Your Place In A 1150 Sq Ft Structurally Well Built Flat For Rent In Pirerbag,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",16 Thousand
Live A Happy Life In This 850 Sq Ft Flat For Rent In 9 No. North Pahartali Ward,"West Firojshah colony, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,850 sqft,11.5 Thousand
A Smartly Priced 1300 Sq Ft. Apartment Which Is Up For Rent In Halishahar Housing Estate- Block L .,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,300 sqft",30 Thousand
Use Your Time Perfectly To Take This 1300 Sq Ft Flat For Rent In East Bashabo,"East Bashabo, Bashabo, Dhaka",Apartment,3,2,"1,300 sqft",17 Thousand
We Are Presenting To You This 1775 Sq Ft Cozy Flat For Renting Purpose In Baridhara,"Block J, Baridhara, Dhaka",Apartment,3,3,"1,775 sqft",65 Thousand
"At Hazi Ashraf Ali Road- 12 No. Sarai Para Ward, This 1100 Sq Ft Nice Flat Is Up For Rent Within Your Affordability","Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,2,2,"1,100 sqft",16 Thousand
Reasonably Priced A Residential Flat Of 650 Sq Ft Is Ready For Track Down In Pallabi - Block L .,"Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
"Start Your New Home, In This Comfortable 1775 Sq. Ft Flat Which Is Up For Rent In Baridhara, Block J .","Block J, Baridhara, Dhaka",Apartment,4,4,"1,775 sqft",65 Thousand
A Ready 1775 Sq. Ft. Apartment For Rent In Baridhara - Block J .,"Block J, Baridhara, Dhaka",Apartment,4,4,"1,775 sqft",65 Thousand
"This 750 Sq Ft Apartment Comes With Peaceful Living In Kallyanpur Main Road, Is Up For Rent","Kallyanpur, Mirpur, Dhaka",Apartment,2,2,750 sqft,12.6 Thousand
Grab This 1775 Sq. Ft. Apartment Up For Rent At Baridhara Beside Cambrian School & College .,"Block J, Baridhara, Dhaka",Apartment,4,4,"1,775 sqft",65 Thousand
"In An Urban Location And Reasonable Price, This 3 Bedroom Flat Is Available For Rent In Pallabi-Block D .","Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",16 Thousand
Take A Look At This Moderate Flat Of 1050 Square Feet Which Is For Rent At Kallyanpur .,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,050 sqft",12.5 Thousand
"A 3 Bedroom And 2250 Sq Ft Properly Developed Full Furnished Flat For Rent In Baridhara , Block K .","Block K, Baridhara, Dhaka",Apartment,3,3,"2,250 sqft",2.25 Lakh
To Reside Comfortably You Can Take This 2200 Sq Ft Flat For Rent In Mirpur DOHS- Avenue 8 .,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka",Apartment,3,3,"2,200 sqft",40 Thousand
"Available In Pallabi , A 650 Sq. Ft. Apartment For Rent, Nearby Noor E Makka Jame Masjid","Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,11 Thousand
We Are Pleased To Offer This Moderate 1580 Sq Ft Apartment In Kallyanpur Next To Din KG School .,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,580 sqft",23 Thousand
1200 Sq Ft Flat Is Ready To Rent In North Pirerbag,"North Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",16 Thousand
1200 Sq Ft Flat With A Convenient Residential Environment Is Ready To Rent In North Pirerbag,"North Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",16 Thousand
"Look At This 1480 Sq Ft Flat For Rent In Mirpur, Kallyanpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,480 sqft",22 Thousand
"1267 Sq Ft Flat With 3 Bedrooms For Rent In Kallyanpur, Mirpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,267 sqft",18 Thousand
"1248 Sq Ft Lovely Flat For Rent In Mirpur, Kallyanpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,248 sqft",18 Thousand
Get This Cozy 1267 Sq Ft Flat For Rent In Kallyanpur Main Road .,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,267 sqft",20 Thousand
Experience Residing In This 1248 Sq Ft Home For Rent In Kallyanpur Main Road .,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,248 sqft",18 Thousand
"This 1200 Sq Ft Apartment Comes With Peaceful Living In Sattar Commissioner Road-Pirerbag, Is Up For Rent","North Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",16 Thousand
Modest Apartment For Property Seekers | 1000 Sq Ft Flat Is For Rent In North Pirerbag Nearby Abu Bakar Madrasa .,"Pirerbag, Mirpur, Dhaka",Apartment,3,2,"1,000 sqft",15 Thousand
Acquire This 550 Sq Ft Flat Which Is Up For Rent In Middle Paikpara .,"Mirpur, Dhaka",Apartment,1,1,550 sqft,8.5 Thousand
A Nicely Build 900 Square Feet And 3 Bedrooms Apartment Is Vacant For Rent In Kallyanpur .,"Kallyanpur, Mirpur, Dhaka",Apartment,3,2,900 sqft,15 Thousand
"Get To Live In This Beautiful Home Of 1448 Sq Ft Up For Rent In Kallyanpur, Mirpur Dhaka","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,448 sqft",20 Thousand
"Seize This 600 Sq Ft Flat For Rent In Mirpur, Middle Paikpara","Mirpur, Dhaka",Apartment,2,2,600 sqft,10 Thousand
"Reside In This Spacious And Modern 1600 Sq Ft Flat For Rent In Mirpur, Kallyanpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,600 sqft",20 Thousand
"A Ready, Well Decorated 1000 Sq Ft Flat Is Up For Renting Purpose In South Agrabad , Chotopole","South Agrabad, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft",15 Thousand
"Let Us Be At Your Service In Providing This 500 Sq Ft Flat For Rent In Mirpur, Middle Paikpara","Mirpur, Dhaka",Apartment,2,1,500 sqft,8 Thousand
In An Urban Location This 3 Bedroom Home Is Vacant For Rent In Dhankheter Mor - Mirpur 1 .,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",18 Thousand
An Apartment Of 2 Bedrooms For Rent Is All Set For You To Settle In Manikdi Close To Manikdi Amtola Water Pump,"Manikdi, Cantonment, Dhaka",Apartment,2,2,650 sqft,11 Thousand
800 Square Feet Moderate Residential Apartment For Rent At Bayazid Nagar Residential Area .,"Bayazid Nagar Residential Area, Bayazid, Chattogram",Apartment,2,2,800 sqft,12.5 Thousand
"Grab This Nice 1690 Sq Ft rental Home in Bashundhara R-A, To Fulfill Your Demand","Block C, Bashundhara R-A, Dhaka",Apartment,3,4,"1,690 sqft",30 Thousand
"Comfortable, convenient and well-constructed 1000 SQ FT flat for rent in Madhya Ajampur","Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,3,2,"1,000 sqft",15 Thousand
Take This Rental Property Of 700 Sq Ft Which Is Vacant Right Now At Ashkona Main Road,"Ashkona, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,11 Thousand
A Smartly Priced Apartment Which Is Up For Rent In Paikpara Very Near To Al-Masjidul Akbar Jama Masjid.,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",16.5 Thousand
"View This 1300 Sq Ft Flat For Rent In Uttara, Sector 10","Sector 10, Uttara, Dhaka",Apartment,3,3,"1,300 sqft",20 Thousand
"An Appropriate 900 Sq Ft Residence Is Prepared To Be Rented In Uttara, Sector 14","Sector 14, Uttara, Dhaka",Apartment,2,2,900 sqft,17 Thousand
Create your home in a 1050 SQ FT apartment for rent in Kalachandpur,"Kalachandpur, Dhaka",Apartment,3,2,"1,050 sqft",19 Thousand
Check This Flat In Kawlar Bazar Road For Rent Which Is Ready To Move In,"Kawlar, Dakshin Khan, Dhaka",Apartment,3,3,"1,100 sqft",15 Thousand
Reside conveniently in this well-constructed 900 SQ FT flat for rent in Uttara,"Sector 14, Uttara, Dhaka",Apartment,2,2,900 sqft,20 Thousand
A Family Home Of 1100 Sq Ft Is Waiting For Rent At Dakkhin Paikpara,"Block D, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",Apartment,2,2,"1,100 sqft",16 Thousand
"If You Desire To Live In Dakkhin Paikpara, You Can Consider This 1100 Sq Ft Residence, Which Is Up For Rent","Mirpur, Dhaka",Apartment,3,3,"1,100 sqft",18 Thousand
"In A Peaceful Location Of Ashkona, A 700 Sq Ft Flat Is Up To Rent","Ashkona, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,11 Thousand
"Fairly Adequate Apartment Of 900 Sq Ft Is Ready For Rent In Uttara, Sector 12","Sector 12, Uttara, Dhaka",Apartment,2,2,900 sqft,18.5 Thousand
"Fine Apartment Of 1240 Sq Ft Is Ready For Rent In Mirpur, Section 3","Section 3, Mirpur, Dhaka",Apartment,3,3,"1,240 sqft",20 Thousand
This 1400 Sq Ft Rental Flat Will Ensure Your Higher Quality Of Living At Khulshi,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
A Well-featured 1400 Sq Ft Residence Is Ready For Rent At Khulshi,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
"Get Ready For Your Countless Peaceful Days By Renting This 1400 Sq Ft Flat At Nasirabad Properties Residential Area, Khulshi","Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
Living Apartment Of 1400 Sq Ft At A Suitable Location Of Nasirabad Properties Residential Area Is Up For Rent,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
"A Comfortable 1400 Sq Ft Flat With The Quality Of Life Your Family Deserves, Is Up For Rent In Nasirabad Properties Residential Area","Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
"In The Convenient Location Of Khulshi, An Attractive Flat Of 1400 Sq Ft Is Up For Rent","Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
Experience The Ultimate Luxury Lifestyle Here In This Home At Baridhara Nearby Dhaka Bank Ltd.,"Block K, Baridhara, Dhaka",Apartment,3,3,"2,650 sqft",1 Lakh
950 Sq Ft Apartment Is For Rent At Kallyanpur Close To Bonga Chandoil Mosques,"Kallyanpur, Mirpur, Dhaka",Apartment,3,2,950 sqft,20 Thousand
"Avail The Decision Of Renting This 1400 Sq Ft Flat In Khulshi, Nasirabad Properties Residential Area","Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
"Take The Decision To Rent This 1400 Sq Ft Flat In Khulshi, Nasirabad Properties Residential Area","Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
Modest Apartment For Property Seekers | 1400 Sq Ft Flat Is For Rent In Nasirabad Properties Residential Area.,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
Modern Home For Residents | 1400 Sq Ft Flat In Nasirabad Properties Residential Area Is Up For Rent.,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
"Make This 1400 Sq Feet And 3 Bedroom Decent Flat Yours, By Renting It In Nasirabad Properties Residential Area.","Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
Obtain This 1400 Sq Ft Rental Property At Nasirabad Properties Residential Area With A Very Affordable Price.,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
Next To Sector 15 Mosque This Ready And Comfortable Apartment Is Up For Rent At Uttara -15 .,"Block C1, Sector 15, Uttara, Dhaka",Apartment,3,3,"1,700 sqft",20 Thousand
"With An Awesome Environment A 1700 Sq Ft Flat Is Vacant For Rent In Sector 15, Uttara","Block C1, Sector 15, Uttara, Dhaka",Apartment,3,3,"1,700 sqft",20 Thousand
1700 Sq Ft Ready Flat For Rent In Uttara 15,"Block C1, Sector 15, Uttara, Dhaka",Apartment,3,3,"1,700 sqft",20 Thousand
Fairly Large Apartment Of 1400 Sq Ft Is Ready For Rent In Khulshi,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
Your Dream Home Including 3 Bedroom Is Ready To Be Rented At Nasirabad Properties Residential Area,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft",30 Thousand
"Attractive Apartment Of 1600 Sq Ft Is Up For Rent At Block C, Uttara-15","Block C1, Sector 15, Uttara, Dhaka",Apartment,3,3,"1,600 sqft",20 Thousand
"Ready For Move In? Check This 1700 Sq Ft Home At Sector 15, Uttara","Block C1, Sector 15, Uttara, Dhaka",Apartment,3,3,"1,700 sqft",20 Thousand
"800 Sq Ft Apartment With Delightful Dwelling Atmosphere Is For Rent In 36 Goshail Danga Ward, Bandar","Bandar, 36 Goshail Danga Ward, Chattogram",Apartment,2,2,800 sqft,13 Thousand
900 Sq Ft Apartment With Cozy Dwelling Atmosphere Is For Rent In 36 Goshail Danga Ward,"Bandar, 36 Goshail Danga Ward, Chattogram",Apartment,2,2,900 sqft,15 Thousand
650 Sq Ft Apartment With Modern Dwelling Affairs Is For Rent In Mirpur-12,"Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,13 Thousand
"1500 Sq Ft Ready Flat Is Available For Rent In Block G, Bashundhara Residential Area","Block G, Bashundhara R-A, Dhaka",Apartment,3,3,"1,500 sqft",25 Thousand
1500 Sq Ft Apartment With Nice Rooms Is Ready For Rent In Bashundhara R-a,"Block H, Bashundhara R-A, Dhaka",Apartment,3,3,"1,500 sqft",25 Thousand
